timestamp,count,country,size,cumulative_percentage,normalized_cum_per,test,percentage_until_saturation
2008-01-22 00:00:00+00:00,0.0,MU,0.0,0.0,0.0,True,0.0
2008-02-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-03-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-04-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-05-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-06-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-07-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-08-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-09-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-10-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-11-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2008-12-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2009-01-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2009-02-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2009-03-22 00:00:00+00:00,3.0,MU,13689.47,4563.156666666667,0.7823191689570516,False,0.00036585365853658537
2009-04-22 00:00:00+00:00,4.0,MU,15464.21,3866.0525,0.6628058600393583,False,0.0004878048780487805
2009-05-22 00:00:00+00:00,5.0,MU,22047.48,4409.496,0.7559751939788998,False,0.0006097560975609756
2009-06-22 00:00:00+00:00,5.0,MU,22047.48,4409.496,0.7559751939788998,False,0.0006097560975609756
2009-07-22 00:00:00+00:00,5.0,MU,22047.48,4409.496,0.7559751939788998,False,0.0006097560975609756
2009-08-22 00:00:00+00:00,5.0,MU,22047.48,4409.496,0.7559751939788998,False,0.0006097560975609756
2009-09-22 00:00:00+00:00,5.0,MU,22047.48,4409.496,0.7559751939788998,False,0.0006097560975609756
2009-10-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2009-11-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2009-12-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-01-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-02-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-03-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-04-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-05-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-06-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-07-22 00:00:00+00:00,10.0,MU,40027.99,4002.799,0.6862500273236547,False,0.0012195121951219512
2010-08-22 00:00:00+00:00,12.0,MU,40561.83,3380.1525,0.5795019298953357,False,0.0014634146341463415
2010-09-22 00:00:00+00:00,36.0,MU,209982.89,5832.858055555556,1.0,False,0.004390243902439025
2010-10-22 00:00:00+00:00,38.0,MU,212747.35,5598.614473684211,0.959840685365515,False,0.004634146341463414
2010-11-22 00:00:00+00:00,38.0,MU,212747.35,5598.614473684211,0.959840685365515,False,0.004634146341463414
2010-12-22 00:00:00+00:00,38.0,MU,212747.35,5598.614473684211,0.959840685365515,False,0.004634146341463414
2011-01-22 00:00:00+00:00,39.0,MU,213549.35,5475.624358974359,0.9387549477153919,False,0.00475609756097561
2011-02-22 00:00:00+00:00,48.0,MU,257783.76,5370.495,0.9207313033933382,False,0.005853658536585366
2011-03-22 00:00:00+00:00,48.0,MU,257783.76,5370.495,0.9207313033933382,False,0.005853658536585366
2011-04-22 00:00:00+00:00,48.0,MU,257783.76,5370.495,0.9207313033933382,False,0.005853658536585366
2011-05-22 00:00:00+00:00,48.0,MU,257783.76,5370.495,0.9207313033933382,False,0.005853658536585366
2011-06-22 00:00:00+00:00,95.0,MU,319366.46,3361.752210526316,0.5763473375328216,False,0.011585365853658536
2011-07-22 00:00:00+00:00,95.0,MU,318988.44,3357.773052631579,0.5756651405966307,False,0.011585365853658536
2011-08-22 00:00:00+00:00,95.0,MU,320286.83,3371.440315789474,0.5780082909060879,False,0.011585365853658536
2011-09-22 00:00:00+00:00,95.0,MU,320286.83,3371.440315789474,0.5780082909060879,False,0.011585365853658536
2011-10-22 00:00:00+00:00,99.0,MU,322120.11,3253.738484848485,0.5578291900570824,False,0.012073170731707317
2011-11-22 00:00:00+00:00,99.0,MU,322120.11,3253.738484848485,0.5578291900570824,False,0.012073170731707317
2011-12-22 00:00:00+00:00,101.0,MU,325036.04,3218.178613861386,0.551732715456054,False,0.012317073170731708
2012-01-22 00:00:00+00:00,102.0,MU,325890.05,3195.0004901960783,0.5477589990644419,False,0.012439024390243903
2012-02-22 00:00:00+00:00,103.0,MU,331385.76,3217.3374757281554,0.5515885085980747,False,0.012560975609756098
2012-03-22 00:00:00+00:00,105.0,MU,336861.63,3208.206,0.5500229852060803,False,0.012804878048780487
2012-04-22 00:00:00+00:00,122.0,MU,357201.21,2927.8787704918036,0.5019629729722499,False,0.014878048780487804
2012-05-22 00:00:00+00:00,122.0,MU,357201.21,2927.8787704918036,0.5019629729722499,False,0.014878048780487804
2012-06-22 00:00:00+00:00,122.0,MU,357201.21,2927.8787704918036,0.5019629729722499,False,0.014878048780487804
2012-07-22 00:00:00+00:00,123.0,MU,363105.0,2952.0731707317073,0.5061109224010654,False,0.015
2012-08-22 00:00:00+00:00,145.0,MU,399734.93,2756.792620689655,0.4726315289061293,False,0.01768292682926829
2012-09-22 00:00:00+00:00,150.0,MU,419597.96,2797.3197333333333,0.47957960003312644,False,0.018292682926829267
2012-10-22 00:00:00+00:00,150.0,MU,419597.96,2797.3197333333333,0.47957960003312644,False,0.018292682926829267
2012-11-22 00:00:00+00:00,150.0,MU,419597.96,2797.3197333333333,0.47957960003312644,False,0.018292682926829267
2012-12-22 00:00:00+00:00,150.0,MU,419597.96,2797.3197333333333,0.47957960003312644,False,0.018292682926829267
2013-01-22 00:00:00+00:00,150.0,MU,419597.96,2797.3197333333333,0.47957960003312644,False,0.018292682926829267
2013-02-22 00:00:00+00:00,180.0,MU,532127.54,2956.264111111111,0.5068294278643368,False,0.02195121951219512
2013-03-22 00:00:00+00:00,223.0,MU,557553.75,2500.2410313901346,0.4286476728177464,False,0.027195121951219512
2013-04-22 00:00:00+00:00,223.0,MU,557553.75,2500.2410313901346,0.4286476728177464,False,0.027195121951219512
2013-05-22 00:00:00+00:00,224.0,MU,557723.16,2489.835535714286,0.42686372821001883,False,0.027317073170731707
2013-06-22 00:00:00+00:00,225.0,MU,558440.42,2481.9574222222222,0.4255130844232118,False,0.027439024390243903
2013-07-22 00:00:00+00:00,225.0,MU,558440.42,2481.9574222222222,0.4255130844232118,False,0.027439024390243903
2013-08-22 00:00:00+00:00,226.0,MU,580124.45,2566.922345132743,0.4400796866105554,False,0.027560975609756098
2013-09-22 00:00:00+00:00,236.0,MU,848360.3,3594.7470338983053,0.6162925618384383,False,0.02878048780487805
2013-10-22 00:00:00+00:00,236.0,MU,848360.3,3594.7470338983053,0.6162925618384383,False,0.02878048780487805
2013-11-22 00:00:00+00:00,238.0,MU,903908.58,3797.9352100840333,0.6511276588441334,False,0.02902439024390244
2013-12-22 00:00:00+00:00,244.0,MU,1218523.92,4993.950491803278,0.8561755565175714,False,0.02975609756097561
2014-01-22 00:00:00+00:00,272.0,MU,1253359.3,4607.938602941176,0.7899966978542029,False,0.033170731707317075
2014-02-22 00:00:00+00:00,275.0,MU,1262326.23,4590.2771999999995,0.7869687820755299,False,0.03353658536585366
2014-03-22 00:00:00+00:00,316.0,MU,1270468.71,4020.4706012658226,0.6892796915290079,False,0.03853658536585366
2014-04-22 00:00:00+00:00,332.0,MU,1375321.64,4142.5350602409635,0.7102067324088865,False,0.04048780487804878
2014-05-22 00:00:00+00:00,333.0,MU,1739704.12,5224.336696696697,0.8956735526455564,False,0.04060975609756098
2014-06-22 00:00:00+00:00,385.0,MU,1828551.2,4749.483636363636,0.8142635378963061,False,0.04695121951219512
2014-07-22 00:00:00+00:00,409.0,MU,1836482.3,4490.176772616137,0.7698073105584027,False,0.04987804878048781
2014-08-22 00:00:00+00:00,415.0,MU,1890196.15,4554.689518072289,0.7808675394962055,False,0.05060975609756098
2014-09-22 00:00:00+00:00,685.0,MU,1926708.9,2812.7137226277373,0.48221878465716195,False,0.08353658536585366
2014-10-22 00:00:00+00:00,1245.0,MU,2124720.65,1706.6029317269076,0.29258434123927274,False,0.15182926829268292
2014-11-22 00:00:00+00:00,1249.0,MU,2181063.28,1746.247622097678,0.2993811276505262,False,0.1523170731707317
2014-12-22 00:00:00+00:00,1249.0,MU,2181063.28,1746.247622097678,0.2993811276505262,False,0.1523170731707317
2015-01-22 00:00:00+00:00,1249.0,MU,2181090.4,1746.2693354683747,0.2993848502459485,False,0.1523170731707317
2015-02-22 00:00:00+00:00,1252.0,MU,2190755.74,1749.8049041533548,0.29999099712134053,False,0.1526829268292683
2015-03-22 00:00:00+00:00,1257.0,MU,2198815.15,1749.2562848050914,0.2998969404268285,False,0.15329268292682927
2015-04-22 00:00:00+00:00,1269.0,MU,2222956.38,1751.7386761229313,0.3003225278994185,False,0.1547560975609756
2015-05-22 00:00:00+00:00,1280.0,MU,2216081.62,1731.313765625,0.296820829366145,False,0.15609756097560976
2015-06-22 00:00:00+00:00,1309.0,MU,2226973.88,1701.2787471352176,0.2916715495099045,False,0.15963414634146342
2015-07-22 00:00:00+00:00,1327.0,MU,2265928.35,1707.557159005275,0.2927479363875309,False,0.16182926829268293
2015-08-22 00:00:00+00:00,1389.0,MU,2282520.94,1643.283614110871,0.2817287166015829,False,0.16939024390243904
2015-09-22 00:00:00+00:00,1431.0,MU,2311429.38,1615.2546331236897,0.27692335690995024,False,0.1745121951219512
2015-10-22 00:00:00+00:00,1523.0,MU,2512785.27,1649.8918384766907,0.28286164737117797,False,0.18573170731707317
2015-11-22 00:00:00+00:00,1578.0,MU,2527658.53,1601.8114892268693,0.2746186301758552,False,0.1924390243902439
2015-12-22 00:00:00+00:00,1595.0,MU,2537250.72,1590.752802507837,0.2727227008366354,False,0.19451219512195123
2016-01-22 00:00:00+00:00,1642.0,MU,3104834.54,1890.8858343483557,0.32417827012734607,False,0.2002439024390244
2016-02-22 00:00:00+00:00,1646.0,MU,3172498.85,1927.3990583232078,0.3304381899860292,False,0.20073170731707318
2016-03-22 00:00:00+00:00,1684.0,MU,3060023.01,1817.1158016627078,0.31153094835420864,False,0.20536585365853657
2016-04-22 00:00:00+00:00,1981.0,MU,3335533.66,1683.762574457345,0.28866853237644463,False,0.24158536585365853
2016-05-22 00:00:00+00:00,2203.0,MU,3637653.96,1651.2273990013618,0.28309061925973594,False,0.26865853658536587
2016-06-22 00:00:00+00:00,2524.0,MU,3754971.47,1487.7066045958795,0.255056198938169,False,0.3078048780487805
2016-07-22 00:00:00+00:00,2715.0,MU,3801475.29,1400.1750607734807,0.24004956874269756,False,0.3310975609756098
2016-08-22 00:00:00+00:00,2761.0,MU,3813635.07,1381.2513835566824,0.23680524545614434,False,0.33670731707317075
2016-09-22 00:00:00+00:00,3041.0,MU,3955445.53,1300.7055343636962,0.22299626049100027,False,0.37085365853658536
2016-10-22 00:00:00+00:00,3111.0,MU,4150032.71,1333.9867277402764,0.22870207281483718,False,0.37939024390243903
2016-11-22 00:00:00+00:00,3253.0,MU,4220877.56,1297.533833384568,0.22245249601929204,False,0.39670731707317075
2016-12-22 00:00:00+00:00,3319.0,MU,4234582.89,1275.8610695992768,0.21873686234899403,False,0.40475609756097564
2017-01-22 00:00:00+00:00,3336.0,MU,4248636.42,1273.5720683453237,0.2183444301601509,False,0.4068292682926829
2017-02-22 00:00:00+00:00,3581.0,MU,5014647.08,1400.3482490924323,0.24007926058798199,False,0.43670731707317073
2017-03-22 00:00:00+00:00,3591.0,MU,5203611.15,1449.070217209691,0.2484322785515947,False,0.4379268292682927
2017-04-22 00:00:00+00:00,3757.0,MU,5226693.6,1391.1880755922277,0.23850881717705757,False,0.4581707317073171
2017-05-22 00:00:00+00:00,3762.0,MU,5228180.0,1389.7341839447104,0.23825955830024803,False,0.45878048780487807
2017-06-22 00:00:00+00:00,7531.0,MU,6648414.46,882.8063285088301,0.15135055921136184,False,0.9184146341463415
2017-07-22 00:00:00+00:00,8200.0,MU,4672385.74,569.8031390243902,0.0976884974050888,True,1.0
2017-08-22 00:00:00+00:00,9094.0,MU,4934652.05,542.627232241038,0.0930293909216954,True,1.1090243902439025
2017-09-22 00:00:00+00:00,9692.0,MU,5227678.26,539.3807531985142,0.09247280630886882,True,1.181951219512195
2017-10-22 00:00:00+00:00,9768.0,MU,5237615.15,536.2013871826372,0.09192772772379186,True,1.191219512195122
2017-11-22 00:00:00+00:00,10096.0,MU,5341002.89,529.0216808637084,0.09069682063664092,True,1.231219512195122
2017-12-22 00:00:00+00:00,10560.0,MU,5444206.99,515.5499043560607,0.0883871850550213,True,1.2878048780487805
