timestamp,count,country,size,cumulative_percentage,normalized_cum_per,test,percentage_until_saturation
2008-01-22 00:00:00+00:00,371.0,CY,1346983.41,3630.683045822102,0.8922258635493389,False,0.009318798352255601
2008-02-22 00:00:00+00:00,413.0,CY,1643276.32,3978.8772881355935,0.9777932084842139,False,0.010373756656284537
2008-03-22 00:00:00+00:00,413.0,CY,1643276.32,3978.8772881355935,0.9777932084842139,False,0.010373756656284537
2008-04-22 00:00:00+00:00,414.0,CY,1643303.31,3969.331666666667,0.9754474101176975,False,0.01039887471114237
2008-05-22 00:00:00+00:00,424.0,CY,1725358.65,4069.2420990566034,1.0,False,0.010650055259720688
2008-06-22 00:00:00+00:00,436.0,CY,1743446.6,3998.7307339449544,0.9826721135299381,False,0.010951471918014669
2008-07-22 00:00:00+00:00,438.0,CY,1739652.57,3971.8095205479453,0.976056332816559,False,0.011001708027730333
2008-08-22 00:00:00+00:00,486.0,CY,1761797.26,3625.097242798354,0.8908531747567395,False,0.01220737466090626
2008-09-22 00:00:00+00:00,533.0,CY,1854816.62,3479.956135084428,0.8551853269903029,False,0.013387923239224355
2008-10-22 00:00:00+00:00,632.0,CY,1920479.54,3038.7334493670887,0.7467566134911404,False,0.015874610670149704
2008-11-22 00:00:00+00:00,647.0,CY,1965795.62,3038.3239876352395,0.7466559899052534,False,0.01625138149301718
2008-12-22 00:00:00+00:00,668.0,CY,1993655.33,2984.513967065868,0.733432392178825,False,0.01677886064503165
2009-01-22 00:00:00+00:00,680.0,CY,2005557.14,2949.3487352941174,0.724790676862869,False,0.01708027730332563
2009-02-22 00:00:00+00:00,694.0,CY,2028470.4,2922.8680115273773,0.7182831447175392,False,0.017431930071335276
2009-03-22 00:00:00+00:00,700.0,CY,2001167.94,2858.811342857143,0.7025414741285405,False,0.017582638400482267
2009-04-22 00:00:00+00:00,735.0,CY,2031733.53,2764.263306122449,0.6793066715699478,False,0.01846177032050638
2009-05-22 00:00:00+00:00,816.0,CY,2051044.8,2513.535294117647,0.6176912636140216,False,0.020496332763990755
2009-06-22 00:00:00+00:00,821.0,CY,2060846.04,2510.165700365408,0.6168631994020102,False,0.020621923038279914
2009-07-22 00:00:00+00:00,821.0,CY,2053781.06,2501.560365408039,0.6147484726917553,False,0.020621923038279914
2009-08-22 00:00:00+00:00,822.0,CY,2059730.18,2505.7544768856446,0.6157791588430113,False,0.02064704109313775
2009-09-22 00:00:00+00:00,825.0,CY,2064586.13,2502.528642424242,0.6149864229027854,False,0.020722395257711242
2009-10-22 00:00:00+00:00,824.0,CY,2067916.75,2509.6077063106795,0.6167260745907689,False,0.02069727720285341
2009-11-22 00:00:00+00:00,868.0,CY,2132104.73,2456.34185483871,0.6036362042475129,False,0.02180247161659801
2009-12-22 00:00:00+00:00,1023.0,CY,2182312.38,2133.2476832844573,0.5242371014934257,False,0.02569577011956194
2010-01-22 00:00:00+00:00,1031.0,CY,2197703.99,2131.6236566440352,0.5238380034302266,False,0.025896714558424596
2010-02-22 00:00:00+00:00,1026.0,CY,2211782.27,2155.7332066276804,0.529762829084919,False,0.025771124284135437
2010-03-22 00:00:00+00:00,1058.0,CY,2234581.55,2112.0808601134213,0.5190354392045333,False,0.026574902039586054
2010-04-22 00:00:00+00:00,1069.0,CY,2239283.84,2094.7463423760523,0.5147755506760558,False,0.026851200643022204
2010-05-22 00:00:00+00:00,1070.0,CY,2239312.0,2092.814953271028,0.5143009195142796,False,0.026876318697880035
2010-06-22 00:00:00+00:00,1070.0,CY,2239312.0,2092.814953271028,0.5143009195142796,False,0.026876318697880035
2010-07-22 00:00:00+00:00,1070.0,CY,2240276.21,2093.7160841121495,0.5145223688208544,False,0.026876318697880035
2010-08-22 00:00:00+00:00,1069.0,CY,2237970.51,2093.5177829747427,0.5144736371080244,False,0.026851200643022204
2010-09-22 00:00:00+00:00,1101.0,CY,2273817.44,2065.2292824704814,0.5075218510467283,False,0.02765497839847282
2010-10-22 00:00:00+00:00,1468.0,CY,2412169.95,1643.1675408719348,0.40380186306754273,False,0.0368733045312971
2010-11-22 00:00:00+00:00,1747.0,CY,2631691.21,1506.405958786491,0.3701932502702973,False,0.043881241836632175
2010-12-22 00:00:00+00:00,1816.0,CY,2722477.62,1499.1616850220264,0.3684129989143644,False,0.045614387621822565
2011-01-22 00:00:00+00:00,1833.0,CY,2729492.58,1489.0848772504091,0.36593666363464405,False,0.04604139455440571
2011-02-22 00:00:00+00:00,1841.0,CY,2740633.57,1488.6657088538836,0.36583365467466533,False,0.046242338993268364
2011-03-22 00:00:00+00:00,1901.0,CY,2817731.44,1482.2364229352972,0.3642536833281394,False,0.04774942228473827
2011-04-22 00:00:00+00:00,1927.0,CY,2827007.88,1467.0513129216397,0.3605220031665737,False,0.0484024917110419
2011-05-22 00:00:00+00:00,2091.0,CY,2911423.04,1392.3591774270685,0.34216670906601193,False,0.052521852707726316
2011-06-22 00:00:00+00:00,2075.0,CY,2927170.65,1410.6846506024096,0.34667012093712907,False,0.052119963830001004
2011-07-22 00:00:00+00:00,2133.0,CY,2935515.15,1376.23776371308,0.338204936008143,False,0.05357681101175525
2011-08-22 00:00:00+00:00,2262.0,CY,2992178.92,1322.8023519009726,0.3250733968882426,False,0.05681704008841555
2011-09-22 00:00:00+00:00,2266.0,CY,2994833.74,1321.6388967343337,0.3247874824259626,False,0.05691751230784688
2011-10-22 00:00:00+00:00,2549.0,CY,3148967.28,1235.373589642997,0.3035881276096601,False,0.06402592183261328
2011-11-22 00:00:00+00:00,2561.0,CY,3151251.86,1230.47710269426,0.302384835490503,False,0.06432733849090727
2011-12-22 00:00:00+00:00,2648.0,CY,3193449.68,1205.9855287009063,0.2963661289605986,False,0.06651260926353864
2012-01-22 00:00:00+00:00,2888.0,CY,3248545.06,1124.842472299169,0.27642554680144193,False,0.07254094242941826
2012-02-22 00:00:00+00:00,2900.0,CY,3271747.16,1128.188675862069,0.2772478629678052,False,0.07284235908771225
2012-03-22 00:00:00+00:00,2863.0,CY,3242986.57,1132.723216905344,0.2783622083257101,False,0.07191299105797247
2012-04-22 00:00:00+00:00,2848.0,CY,3218527.79,1130.1010498595506,0.27771782124281785,False,0.07153622023510499
2012-05-22 00:00:00+00:00,2851.0,CY,3221779.48,1130.052430726061,0.2777058732848674,False,0.07161157439967848
2012-06-22 00:00:00+00:00,2890.0,CY,3238692.37,1120.6547993079585,0.2753964428825128,False,0.07259117853913392
2012-07-22 00:00:00+00:00,2686.0,CY,2417294.62,899.9607669396873,0.22116176551607253,False,0.06746709534813625
