timestamp,value,ISO,region
2008-01-22T00:00:00Z,0.0,EC,EC-S
2008-02-22T00:00:00Z,0.0,EC,EC-S
2008-03-22T00:00:00Z,0.0,EC,EC-S
2008-04-22T00:00:00Z,0.0,EC,EC-S
2008-05-22T00:00:00Z,0.0,EC,EC-S
2008-06-22T00:00:00Z,0.0,EC,EC-S
2008-07-22T00:00:00Z,0.0,EC,EC-S
2008-08-22T00:00:00Z,0.0,EC,EC-S
2008-09-22T00:00:00Z,0.0,EC,EC-S
2008-10-22T00:00:00Z,0.0,EC,EC-S
2008-11-22T00:00:00Z,0.0,EC,EC-S
2008-12-22T00:00:00Z,0.0,EC,EC-S
2009-01-22T00:00:00Z,0.0,EC,EC-S
2009-02-22T00:00:00Z,0.0,EC,EC-S
2009-03-22T00:00:00Z,0.0,EC,EC-S
2009-04-22T00:00:00Z,0.0,EC,EC-S
2009-05-22T00:00:00Z,0.0,EC,EC-S
2009-06-22T00:00:00Z,0.0,EC,EC-S
2009-07-22T00:00:00Z,0.0,EC,EC-S
2009-08-22T00:00:00Z,0.0,EC,EC-S
2009-09-22T00:00:00Z,0.0,EC,EC-S
2009-10-22T00:00:00Z,0.0,EC,EC-S
2009-11-22T00:00:00Z,0.0,EC,EC-S
2009-12-22T00:00:00Z,0.0,EC,EC-S
2010-01-22T00:00:00Z,0.0,EC,EC-S
2010-02-22T00:00:00Z,0.0,EC,EC-S
2010-03-22T00:00:00Z,0.0,EC,EC-S
2010-04-22T00:00:00Z,0.0,EC,EC-S
2010-05-22T00:00:00Z,0.0,EC,EC-S
2010-06-22T00:00:00Z,0.0,EC,EC-S
2010-07-22T00:00:00Z,0.0,EC,EC-S
2010-08-22T00:00:00Z,0.0,EC,EC-S
2010-09-22T00:00:00Z,0.0,EC,EC-S
2010-10-22T00:00:00Z,0.0,EC,EC-S
2010-11-22T00:00:00Z,0.0,EC,EC-S
2010-12-22T00:00:00Z,0.0,EC,EC-S
2011-01-22T00:00:00Z,0.0,EC,EC-S
2011-02-22T00:00:00Z,0.0,EC,EC-S
2011-03-22T00:00:00Z,0.0,EC,EC-S
2011-04-22T00:00:00Z,0.0,EC,EC-S
2011-05-22T00:00:00Z,0.0,EC,EC-S
2011-06-22T00:00:00Z,0.0,EC,EC-S
2011-07-22T00:00:00Z,0.0,EC,EC-S
2011-08-22T00:00:00Z,0.0,EC,EC-S
2011-09-22T00:00:00Z,0.0,EC,EC-S
2011-10-22T00:00:00Z,0.0,EC,EC-S
2011-11-22T00:00:00Z,0.0,EC,EC-S
2011-12-22T00:00:00Z,0.0,EC,EC-S
2012-01-22T00:00:00Z,0.0,EC,EC-S
2012-02-22T00:00:00Z,0.0,EC,EC-S
2012-03-22T00:00:00Z,0.0,EC,EC-S
2012-04-22T00:00:00Z,0.0,EC,EC-S
2012-05-22T00:00:00Z,0.0,EC,EC-S
2012-06-22T00:00:00Z,0.0,EC,EC-S
2012-07-22T00:00:00Z,20235.81,EC,EC-S
2012-08-22T00:00:00Z,20867.05,EC,EC-S
2012-09-22T00:00:00Z,20867.05,EC,EC-S
2012-10-22T00:00:00Z,43143.69,EC,EC-S
2012-11-22T00:00:00Z,43143.69,EC,EC-S
2012-12-22T00:00:00Z,43143.69,EC,EC-S
2013-01-22T00:00:00Z,43143.69,EC,EC-S
2013-02-22T00:00:00Z,43143.69,EC,EC-S
2013-03-22T00:00:00Z,43143.69,EC,EC-S
2013-04-22T00:00:00Z,43143.69,EC,EC-S
2013-05-22T00:00:00Z,134103.98,EC,EC-S
2013-06-22T00:00:00Z,134103.98,EC,EC-S
2013-07-22T00:00:00Z,134103.98,EC,EC-S
2013-08-22T00:00:00Z,134427.45,EC,EC-S
2013-09-22T00:00:00Z,134427.45,EC,EC-S
2013-10-22T00:00:00Z,134427.45,EC,EC-S
2013-11-22T00:00:00Z,134427.45,EC,EC-S
2013-12-22T00:00:00Z,134427.45,EC,EC-S
2014-01-22T00:00:00Z,141680.47,EC,EC-S
2014-02-22T00:00:00Z,193373.5,EC,EC-S
2014-03-22T00:00:00Z,195495.76,EC,EC-S
2014-04-22T00:00:00Z,189423.21,EC,EC-S
2014-05-22T00:00:00Z,302341.3,EC,EC-S
2014-06-22T00:00:00Z,303085.0,EC,EC-S
2014-07-22T00:00:00Z,321323.53,EC,EC-S
2014-08-22T00:00:00Z,323206.09,EC,EC-S
2014-09-22T00:00:00Z,336691.52,EC,EC-S
2014-10-22T00:00:00Z,337997.67,EC,EC-S
2014-11-22T00:00:00Z,311131.45,EC,EC-S
2014-12-22T00:00:00Z,311131.45,EC,EC-S
2015-01-22T00:00:00Z,311131.45,EC,EC-S
2015-02-22T00:00:00Z,318604.96,EC,EC-S
2015-03-22T00:00:00Z,319780.14,EC,EC-S
2015-04-22T00:00:00Z,236706.04,EC,EC-S
2015-05-22T00:00:00Z,258323.92,EC,EC-S
2015-06-22T00:00:00Z,258323.92,EC,EC-S
2015-07-22T00:00:00Z,258323.92,EC,EC-S
2015-08-22T00:00:00Z,258323.92,EC,EC-S
2015-09-22T00:00:00Z,258323.92,EC,EC-S
2015-10-22T00:00:00Z,258323.92,EC,EC-S
2015-11-22T00:00:00Z,258323.92,EC,EC-S
2015-12-22T00:00:00Z,258323.92,EC,EC-S
2016-01-22T00:00:00Z,271111.35,EC,EC-S
2016-02-22T00:00:00Z,256163.87,EC,EC-S
2016-03-22T00:00:00Z,256163.87,EC,EC-S
2016-04-22T00:00:00Z,256616.11,EC,EC-S
