timestamp,value,ISO,region
2008-01-22T00:00:00Z,59.0,IE,IE-D
2008-02-22T00:00:00Z,95.0,IE,IE-D
2008-03-22T00:00:00Z,114.0,IE,IE-D
2008-04-22T00:00:00Z,299.0,IE,IE-D
2008-05-22T00:00:00Z,311.0,IE,IE-D
2008-06-22T00:00:00Z,312.0,IE,IE-D
2008-07-22T00:00:00Z,351.0,IE,IE-D
2008-08-22T00:00:00Z,397.0,IE,IE-D
2008-09-22T00:00:00Z,462.0,IE,IE-D
2008-10-22T00:00:00Z,553.0,IE,IE-D
2008-11-22T00:00:00Z,607.0,IE,IE-D
2008-12-22T00:00:00Z,608.0,IE,IE-D
2009-01-22T00:00:00Z,626.0,IE,IE-D
2009-02-22T00:00:00Z,693.0,IE,IE-D
2009-03-22T00:00:00Z,713.0,IE,IE-D
2009-04-22T00:00:00Z,767.0,IE,IE-D
2009-05-22T00:00:00Z,850.0,IE,IE-D
2009-06-22T00:00:00Z,864.0,IE,IE-D
2009-07-22T00:00:00Z,1474.0,IE,IE-D
2009-08-22T00:00:00Z,1572.0,IE,IE-D
2009-09-22T00:00:00Z,1923.0,IE,IE-D
2009-10-22T00:00:00Z,2316.0,IE,IE-D
2009-11-22T00:00:00Z,2525.0,IE,IE-D
2009-12-22T00:00:00Z,2672.0,IE,IE-D
2010-01-22T00:00:00Z,2733.0,IE,IE-D
2010-02-22T00:00:00Z,3350.0,IE,IE-D
2010-03-22T00:00:00Z,3765.0,IE,IE-D
2010-04-22T00:00:00Z,7946.0,IE,IE-D
2010-05-22T00:00:00Z,9511.0,IE,IE-D
2010-06-22T00:00:00Z,9689.0,IE,IE-D
2010-07-22T00:00:00Z,11732.0,IE,IE-D
2010-08-22T00:00:00Z,13331.0,IE,IE-D
2010-09-22T00:00:00Z,13564.0,IE,IE-D
2010-10-22T00:00:00Z,16001.0,IE,IE-D
2010-11-22T00:00:00Z,18870.0,IE,IE-D
2010-12-22T00:00:00Z,21168.0,IE,IE-D
2011-01-22T00:00:00Z,22331.0,IE,IE-D
2011-02-22T00:00:00Z,23200.0,IE,IE-D
2011-03-22T00:00:00Z,23932.0,IE,IE-D
