event_type,event_percentage,bbox,road_completeness,building_completeness,current_density
early_import,96.1773329578533,"-46.40625,-23.5107421875,-46.3623046875,-23.48876953125",0,0,341002.11
early_import,80.2878204246063,"157.5,67.5,163.125,70.3125",1,0,4.23
early_import,92.4920935489307,"-140.625,60.46875,-137.8125,61.875",1,0,1.53
early_import,83.3410395396156,"-140.625,61.875,-135.0,64.6875",1,0,2.81
early_import,80.3317196107088,"-120.9375,54.84375,-118.125,56.25",1,0,303.57
early_import,91.6668590682295,"-135.0,59.0625,-129.375,61.875",1,0,2.01
early_import,82.6100066944145,"-126.5625,56.25,-123.75,57.65625",0,0,0.77
early_import,90.6304794403473,"-126.5625,57.65625,-123.75,59.0625",1,0,0.64
early_import,87.021323106986,"-129.375,59.0625,-126.5625,60.46875",1,0,8.93
early_import,89.5869728182079,"-126.5625,59.0625,-123.75,60.46875",1,0,0.09
early_import,91.5010514931202,"-126.5625,60.46875,-123.75,61.875",0,0,0.33
early_import,91.2741131581044,"-123.75,56.25,-120.9375,57.65625",1,0,3.7
early_import,82.9826154542671,"-123.75,57.65625,-120.9375,59.0625",1,0,12.25
early_import,92.2971585151183,"-123.75,59.0625,-118.125,61.875",1,0,2.38
early_import,97.8261284584602,"-113.90625,59.765625,-112.5,60.46875",1,0,0.0
early_import,94.6044251950919,"-115.3125,60.46875,-112.5,61.875",1,0,1.94
early_import,90.1572723465421,"-123.75,61.875,-118.125,64.6875",1,0,0.21
early_import,82.022787809323,"-101.25,49.921875,-99.84375,50.625",1,0,185.34
early_import,83.6158263293245,"-95.625,53.4375,-90.0,56.25",0,0,5.42
early_import,81.9186059393906,"-112.5,61.875,-101.25,67.5",1,0,0.55
early_import,99.2767041733124,"-95.625,56.953125,-94.21875,57.65625",0,0,0.0
early_import,99.7511898742304,"-94.21875,57.3046875,-93.515625,57.65625",0,0,0.87
early_import,99.5418955598227,"-93.515625,56.953125,-92.8125,57.3046875",0,0,0.0
early_import,89.4498158519975,"-106.875,68.90625,-104.0625,70.3125",0,0,10.35
early_import,96.5368224404331,"-104.0625,68.90625,-101.25,70.3125",0,0,0.04
early_import,81.2771779440448,"-87.626953125,41.7041015625,-87.5390625,41.748046875",1,0,170381.86
early_import,92.4633979010026,"-84.375,47.109375,-82.96875,47.8125",1,0,1.59
early_import,83.0329956506384,"-82.96875,47.109375,-81.5625,47.8125",1,0,2.97
early_import,93.0948345342957,"-90.0,50.625,-87.1875,52.03125",0,0,1.63
early_import,95.1534274016201,"-90.0,53.4375,-84.375,56.25",0,0,1.06
early_import,92.201846624656,"-84.375,50.625,-78.75,53.4375",1,0,5.08
early_import,85.7769945136182,"-75.9375,47.8125,-73.125,49.21875",0,0,16.11
early_import,94.6293391878598,"-71.71875,52.03125,-70.3125,52.734375",0,0,0.0
early_import,95.6630460003238,"-73.125,64.6875,-67.5,67.5",0,0,0.0
early_import,86.7558133251965,"-64.6875,49.21875,-61.875,50.625",0,0,8.02
early_import,87.7089130865756,"-61.875,49.21875,-59.0625,50.625",0,0,6.78
early_import,90.7672283803835,"-59.0625,47.8125,-57.65625,48.515625",1,0,7.39
early_import,95.3809470686801,"-57.65625,47.8125,-56.25,48.515625",0,0,1.58
early_import,86.6830105084225,"-57.65625,48.515625,-56.25,49.21875",1,0,25.42
early_import,90.1655551948928,"-57.65625,49.21875,-56.25,49.921875",1,0,16.22
early_import,95.4893136740401,"-67.5,54.84375,-64.6875,56.25",0,0,2.07
early_import,99.0029182879377,"-64.6875,54.84375,-63.28125,55.546875",0,0,0.0
early_import,98.7566540580144,"-64.6875,55.546875,-63.28125,56.25",0,0,0.0
early_import,99.965571657111,"-63.28125,54.84375,-61.875,55.546875",0,0,0.0
early_import,99.8268833735372,"-63.28125,55.546875,-61.875,56.25",0,0,0.07
early_import,98.8356154105281,"-59.0625,52.03125,-56.25,53.4375",0,0,2.01
